file,label,energy,rms,zcr
speech_00001.wav,speech,36138.23046875,0.0975000411272049,0.12782416712898187
speech_00002.wav,speech,16404.25,0.1845129132270813,0.0909930495455951
speech_00003.wav,speech,43575.3125,0.11737143993377686,0.08510903320425188
speech_00004.wav,speech,15224.8125,0.0753447636961937,0.22019531536933068
speech_00005.wav,speech,27901.25,0.16093389689922333,0.13164092124695645
speech_00006.wav,speech,48352.453125,0.10513276606798172,0.09251460520513807
speech_00007.wav,speech,43072.94921875,0.13529454171657562,0.09940763726781349
speech_00008.wav,speech,18872.208984375,0.11046012490987778,0.08961291611469181
speech_00009.wav,speech,20780.2578125,0.09831010550260544,0.09175662847737223
speech_00010.wav,speech,39594.18359375,0.1586964875459671,0.0840958198248396
speech_00011.wav,speech,98321.28125,0.15358008444309235,0.09780305958120455
speech_00012.wav,speech,35494.15625,0.09804574400186539,0.11000024645757855
speech_00013.wav,speech,41087.1328125,0.08197236806154251,0.11341111061503385
speech_00014.wav,speech,15656.703125,0.0956219732761383,0.08359190080820221
speech_00015.wav,speech,6451.50537109375,0.1202608197927475,0.0691581536005954
speech_00016.wav,speech,96400.09375,0.21163786947727203,0.0318579860322204
speech_00017.wav,speech,124643.4140625,0.14318488538265228,0.06398514112526171
speech_00018.wav,speech,96459.78125,0.14899930357933044,0.059951957235172715
speech_00019.wav,speech,18429.244140625,0.13235165178775787,0.10317095959523952
speech_00020.wav,speech,13898.78515625,0.08751329034566879,0.15867762766014307
speech_00021.wav,speech,34954.08203125,0.06448096036911011,0.17562879161220235
speech_00022.wav,speech,23223.892578125,0.08020196855068207,0.051484581408727206
speech_00023.wav,speech,23654.2421875,0.08091744780540466,0.051102255165821994
speech_00024.wav,speech,5782.35546875,0.04343501478433609,0.28977418621260514
speech_00025.wav,speech,14913.4638671875,0.0476301908493042,0.16767027814679547
speech_00026.wav,speech,67475.3125,0.10261764377355576,0.06863670917347764
speech_00027.wav,speech,51885.05078125,0.08013969659805298,0.06428925883661668
speech_00028.wav,speech,78465.953125,0.09202219545841217,0.07077125070917267
speech_00029.wav,speech,15376.3076171875,0.1030883938074112,0.12783100729224767
speech_00030.wav,speech,23230.728515625,0.12686917185783386,0.12153575296252492
speech_00031.wav,speech,21958.63671875,0.10432422161102295,0.1563482138918586
speech_00032.wav,speech,20084.572265625,0.10979784280061722,0.10343583639606026
speech_00033.wav,speech,161703.9375,0.2115389108657837,0.0790253705516301
speech_00034.wav,speech,7138.4453125,0.11357897520065308,0.11724034487556903
speech_00035.wav,speech,68793.59375,0.09693443775177002,0.11223626651827892
speech_00036.wav,speech,18078.3828125,0.17514166235923767,0.14501178398904574
speech_00037.wav,speech,9229.0087890625,0.10233879089355469,0.15870422004564236
speech_00038.wav,speech,31634.859375,0.09206971526145935,0.10715184332778926
speech_00039.wav,speech,6557.48046875,0.12682615220546722,0.18926655530454106
speech_00040.wav,speech,167384.90625,0.1770319789648056,0.09229491999350668
speech_00041.wav,speech,82944.625,0.11654176563024521,0.06500158262074462
speech_00042.wav,speech,6061.681640625,0.06268996745347977,0.23470839905886867
speech_00043.wav,speech,57054.6171875,0.10990282148122787,0.1319282182928737
speech_00044.wav,speech,78526.6953125,0.11923933774232864,0.04990223679391002
speech_00045.wav,speech,15149.6015625,0.10854432731866837,0.08005667894658662
speech_00046.wav,speech,25862.599609375,0.05406760051846504,0.16034223427747973
speech_00047.wav,speech,9647.1474609375,0.10213080793619156,0.10674261173623793
speech_00048.wav,speech,8701.1552734375,0.0600152425467968,0.23670738678816886
speech_00049.wav,speech,9531.7041015625,0.11519946902990341,0.13465434207833327
speech_00050.wav,speech,35485.87890625,0.09538935869932175,0.0891177483429784
speech_00051.wav,speech,93981.9375,0.13769493997097015,0.09086766088096966
speech_00052.wav,speech,19326.841796875,0.14032365381717682,0.1069464778572804
speech_00053.wav,speech,39051.4375,0.09261292219161987,0.17878219417306415
speech_00054.wav,speech,8674.7724609375,0.09527763724327087,0.07943080727376232
speech_00055.wav,speech,3215.7734375,0.03864564374089241,0.12799745866499102
speech_00056.wav,speech,47332.95703125,0.0956500917673111,0.10448200565988976
speech_00057.wav,speech,65501.765625,0.09294242411851883,0.10570403571594833
speech_00058.wav,speech,25610.345703125,0.09672143310308456,0.09657221528792201
speech_00059.wav,speech,42737.95703125,0.08667675405740738,0.1417386478558404
speech_00060.wav,speech,51571.4609375,0.10820849239826202,0.14175736576091313
speech_00061.wav,speech,48246.74609375,0.13355298340320587,0.07130015649035716
speech_00062.wav,speech,36260.98828125,0.07468552142381668,0.14250463673773023
speech_00063.wav,speech,113628.328125,0.1436220407485962,0.11104884527739066
speech_00064.wav,speech,51874.69921875,0.09093139320611954,0.09933661780760147
speech_00065.wav,speech,34181.890625,0.07841820269823074,0.08175572122199297
speech_00066.wav,speech,18052.015625,0.05724291503429413,0.07345965843177467
speech_00067.wav,speech,43873.421875,0.0915609821677208,0.07970444985715675
speech_00068.wav,speech,34603.703125,0.07764029502868652,0.13538974709253357
speech_00069.wav,speech,325188.5625,0.23291823267936707,0.0927773187197737
speech_00070.wav,speech,98829.78125,0.1325419396162033,0.07217977165392261
speech_00071.wav,speech,19049.55078125,0.11573591083288193,0.1338612630514591
speech_00072.wav,speech,206912.046875,0.19619406759738922,0.08526187349535545
speech_00073.wav,speech,62323.9921875,0.12948784232139587,0.13360311796567106
speech_00074.wav,speech,36252.64453125,0.08419890701770782,0.1549382343042542
speech_00075.wav,speech,221991.9375,0.18892532587051392,0.1794804389214021
speech_00076.wav,speech,54082.1953125,0.1021546944975853,0.09306202687941427
speech_00077.wav,speech,30891.927734375,0.07745255529880524,0.12143236784068041
speech_00078.wav,speech,14047.1015625,0.08008139580488205,0.12479370196936722
speech_00079.wav,speech,36296.453125,0.08521919697523117,0.06312627315488706
speech_00080.wav,speech,71067.15625,0.1501765102148056,0.08186361733720625
speech_00081.wav,speech,78140.0390625,0.1126653403043747,0.06697521523593797
speech_00082.wav,speech,48196.7734375,0.09644515067338943,0.07715575297514107
speech_00083.wav,speech,49731.4921875,0.11927376687526703,0.1246899457313848
speech_00084.wav,speech,19229.01953125,0.06382908672094345,0.07638737486384369
speech_00085.wav,speech,14201.8955078125,0.05695076659321785,0.0741216780524167
speech_00086.wav,speech,16366.28515625,0.06579701602458954,0.07635067092124402
speech_00087.wav,speech,9052.9091796875,0.04305575042963028,0.08154130726318072
speech_00088.wav,speech,10359.333984375,0.04676526412367821,0.08209425816886044
speech_00089.wav,speech,2560.283203125,0.09025224298238754,0.09671702951460141
speech_00090.wav,speech,28133.072265625,0.10279807448387146,0.10932451969939588
speech_00091.wav,speech,84056.78125,0.11397230625152588,0.10676121717084382
speech_00092.wav,speech,76035.4453125,0.10693071037530899,0.1281534786030158
speech_00093.wav,speech,68647.078125,0.09948187321424484,0.10739462940352767
speech_00094.wav,speech,108810.5234375,0.13303838670253754,0.09092223686712508
speech_00095.wav,speech,80266.4296875,0.11132140457630157,0.09726388863800264
speech_00096.wav,speech,77288.25,0.10894840955734253,0.11188478472773503
speech_00097.wav,speech,68192.328125,0.10023629665374756,0.09697457787317416
speech_00098.wav,speech,93415.140625,0.11626042425632477,0.10267451421960212
speech_00099.wav,speech,39959.4921875,0.09175459295511246,0.11479650151620208
speech_00100.wav,speech,100967.6953125,0.14766521751880646,0.10920295718866234
speech_00101.wav,speech,49676.16015625,0.08919885009527206,0.1161229748800316
speech_00102.wav,speech,87436.7734375,0.14166392385959625,0.09090819368635208
speech_00103.wav,speech,108181.59375,0.1453237384557724,0.10662571774330358
speech_00104.wav,speech,68775.859375,0.11737450212240219,0.10313934311787745
speech_00105.wav,speech,40987.67578125,0.09539032727479935,0.0915497663547771
speech_00106.wav,speech,80611.7890625,0.13835547864437103,0.07235326566139477
speech_00107.wav,speech,71397.3515625,0.12314357608556747,0.11492152373743134
speech_00108.wav,speech,28989.966796875,0.07272008061408997,0.11104124608559761
speech_00109.wav,speech,61486.25390625,0.1103137955069542,0.10373588930457925
speech_00110.wav,speech,50522.83984375,0.09701254963874817,0.10064529541251796
speech_00111.wav,speech,59149.30078125,0.11132944375276566,0.10151500769332478
speech_00112.wav,speech,10907.2958984375,0.13411550223827362,0.09832140224505648
speech_00113.wav,speech,81003.421875,0.1258217841386795,0.07139106134223903
speech_00114.wav,speech,104522.1484375,0.14804823696613312,0.10219348214897964
speech_00115.wav,speech,69607.234375,0.1186075508594513,0.09599031851057367
speech_00116.wav,speech,62962.3046875,0.11186142265796661,0.12293355067283628
speech_00117.wav,speech,63139.328125,0.11093388497829437,0.10985883044977439
speech_00118.wav,speech,93789.0703125,0.1448059380054474,0.10012388215969463
speech_00119.wav,speech,48482.8359375,0.10232747346162796,0.10173816081632071
speech_00120.wav,speech,41677.66015625,0.09767390042543411,0.11045453744289697
speech_00121.wav,speech,140202.03125,0.17597337067127228,0.11254022346455089
speech_00122.wav,speech,82320.421875,0.13541337847709656,0.10686959986938002
speech_00123.wav,speech,113656.6640625,0.16004818677902222,0.10608065423810789
speech_00124.wav,speech,23993.595703125,0.0675174668431282,0.10401760548729433
speech_00125.wav,speech,108910.234375,0.15325605869293213,0.09934053762390395
speech_00126.wav,speech,90498.3046875,0.13632887601852417,0.09559977976205512
speech_00127.wav,speech,58484.13671875,0.11216370761394501,0.09395276419159773
speech_00128.wav,speech,112580.1484375,0.14755550026893616,0.11260252200902815
speech_00129.wav,speech,51734.84765625,0.10065235942602158,0.10098697009911999
speech_00130.wav,speech,49655.59375,0.09607328474521637,0.11111575815942684
speech_00131.wav,speech,74791.28125,0.11778741329908371,0.14524600156674364
speech_00132.wav,speech,60799.77734375,0.10710743814706802,0.14660067975649826
speech_00133.wav,speech,75668.03125,0.11744759976863861,0.13036352092086936
speech_00134.wav,speech,104513.890625,0.13405154645442963,0.14574389378136027
speech_00135.wav,speech,66915.8203125,0.14753898978233337,0.0550616949011395
speech_00136.wav,speech,104492.328125,0.14784865081310272,0.09633660576385407
speech_00137.wav,speech,122534.4375,0.1697397083044052,0.09826429081493614
speech_00138.wav,speech,158407.890625,0.186247318983078,0.11404623838232013
speech_00139.wav,speech,75912.5,0.12018001824617386,0.1131996136165721
speech_00140.wav,speech,80164.9375,0.12830664217472076,0.10831706375927479
speech_00141.wav,speech,52890.5234375,0.1042187511920929,0.11093498146326157
speech_00142.wav,speech,54923.5078125,0.10380299389362335,0.09981913879934765
speech_00143.wav,speech,52370.4375,0.10347583889961243,0.09888003133843196
speech_00144.wav,speech,68237.625,0.12162162363529205,0.1187167516510777
speech_00145.wav,speech,49408.2734375,0.10263661295175552,0.11488753558187546
speech_00146.wav,speech,143543.640625,0.1787511706352234,0.09480155611189278
speech_00147.wav,speech,65037.95703125,0.1144820898771286,0.1163920918088207
speech_00148.wav,speech,37133.5546875,0.10457677394151688,0.11055889974757314
speech_00149.wav,speech,64079.2265625,0.11336955428123474,0.12060664154270662
speech_00150.wav,speech,112243.125,0.15094004571437836,0.09212203289098309
speech_00151.wav,speech,61760.5703125,0.10838070511817932,0.10124577797075947
speech_00152.wav,speech,74347.734375,0.11883189529180527,0.10581118202543228
speech_00153.wav,speech,59956.43359375,0.1087341457605362,0.12046966359890193
speech_00154.wav,speech,49782.5625,0.09645240008831024,0.13649501728491129
speech_00155.wav,speech,54649.3671875,0.10056893527507782,0.1356443004331259
speech_00156.wav,speech,51024.63671875,0.09930551797151566,0.1218106642747434
speech_00157.wav,speech,175184.84375,0.174031600356102,0.09182838853496247
speech_00158.wav,speech,44130.8828125,0.09453415125608444,0.11531463446195232
speech_00159.wav,speech,14829.3740234375,0.10777389258146286,0.11411281574097354
speech_00160.wav,speech,114944.5078125,0.15379051864147186,0.11855465080796614
speech_00161.wav,speech,100977.9609375,0.14688685536384583,0.11504053601597723
speech_00162.wav,speech,93539.2890625,0.13932684063911438,0.09933302743783047
speech_00163.wav,speech,91840.90625,0.1353820562362671,0.11506803496951333
speech_00164.wav,speech,66665.3125,0.11287286132574081,0.10533423001280998
speech_00165.wav,speech,70890.2734375,0.11682406812906265,0.10772858160743085
speech_00166.wav,speech,73351.1875,0.12391092628240585,0.10383938071223034
speech_00167.wav,speech,63900.05859375,0.1183440238237381,0.10421870708959599
speech_00168.wav,speech,19442.666015625,0.0661172866821289,0.1890934861708531
speech_00169.wav,speech,67262.4296875,0.1201787143945694,0.10388568554937076
speech_00170.wav,speech,70947.390625,0.12130732834339142,0.10681812855053607
speech_00171.wav,speech,67149.4296875,0.11659091711044312,0.09659869481576222
speech_00172.wav,speech,49518.4375,0.10413220524787903,0.10752853466192533
speech_00173.wav,speech,47043.453125,0.09549900144338608,0.13655668145659788
speech_00174.wav,speech,79599.6875,0.13053151965141296,0.10488768791369589
speech_00175.wav,speech,38040.91015625,0.14453256130218506,0.10290059685706895
speech_00176.wav,speech,107318.4140625,0.14957204461097717,0.10246279006695588
speech_00177.wav,speech,86864.1484375,0.13064992427825928,0.0982306712342738
speech_00178.wav,speech,96077.640625,0.1380700021982193,0.08960540834088802
speech_00179.wav,speech,59571.8046875,0.15637505054473877,0.06281938083680089
speech_00180.wav,speech,82093.4921875,0.1267934888601303,0.08852304725893922
speech_00181.wav,speech,95084.578125,0.13415996730327606,0.09240858870458633
speech_00182.wav,speech,104247.7421875,0.14386184513568878,0.09168600838707026
speech_00183.wav,speech,106990.1328125,0.1590442955493927,0.09503179792130798
speech_00184.wav,speech,84815.46875,0.17023424804210663,0.11353601080254032
speech_00185.wav,speech,67929.2421875,0.12841932475566864,0.10233649159427721
speech_00186.wav,speech,272722.3125,0.24025899171829224,0.11940204366164123
speech_00187.wav,speech,268988.4375,0.22626212239265442,0.11981335451242321
speech_00188.wav,speech,189690.296875,0.2034887969493866,0.12106336575610904
speech_00189.wav,speech,142880.5,0.1748151034116745,0.1117137742791516
speech_00190.wav,speech,62196.0859375,0.07238821685314178,0.15819759095668098
speech_00191.wav,speech,224172.140625,0.21890191733837128,0.10116627218062181
speech_00192.wav,speech,174528.0625,0.1857796609401703,0.1232221920972868
speech_00193.wav,speech,191798.09375,0.18386363983154297,0.12304885204403122
speech_00194.wav,speech,79835.5859375,0.11911360174417496,0.1298452681101817
speech_00195.wav,speech,252976.828125,0.21349495649337769,0.13180595366727332
speech_00196.wav,speech,283860.09375,0.21728424727916718,0.148476173986457
speech_00197.wav,speech,266070.6875,0.2170441597700119,0.13344501732358913
